State,Region,Division,County,FIPS,GEOID,SMS Region,Year,Premature death,Poor or fair health,Poor physical health days,Poor mental health days,Low birthweight,Adult smoking,Adult obesity,Food environment index,Physical inactivity,Access to exercise opportunities,Excessive drinking,Alcohol-impaired driving deaths,Sexually transmitted infections,Teen births,Uninsured,Primary care physicians,Dentists,Mental health providers,Preventable hospital stays,Diabetic screening,Mammography screening,High school graduation,Some college,Unemployment,Children in poverty,Income inequality,Children in single-parent households,Social associations,Violent crime,Injury deaths,Air pollution - particulate matter,Drinking water violations,Severe housing problems,Driving alone to work,Long commute - driving alone,2011 population estimate,Population that is not proficient in English,Population living in a rural area,Diabetes,HIV prevalence rate,Premature age-adjusted mortality,Infant mortality,Child mortality,Food insecurity,Limited access to healthy foods,Motor vehicle crash deaths,Drug poisoning deaths,Uninsured adults,Uninsured children,Health care costs,Could not see doctor due to cost,Other primary care providers,Median household income,Children eligible for free lunch,Homicide rate,Inadequate social support
GA,South,South Atlantic,Webster County,13307,13307,Insuff Data,1/1/2014,6441.0,,,,0.17,,0.311,7.521,0.299,0.003,,0.0,286.6,38.4,0.249,,0.0,,,0.71,,,0.439,0.083,0.325,,0.477,,35.26,,12.57,0.0,0.086,0.871,0.376,2793,0.0,1.0,0.137,,371.5,,,0.177,0.012,,,0.292,0.144,8203.0,,,32789,0.632,,
GA,South,South Atlantic,Webster County,13307,13307,Insuff Data,1/1/2015,7061.0,,,,0.16,,0.315,7.2,0.296,0.003,,1.0,393.8,34.9,0.212,,0.0,,,0.64,,,0.436,0.078,0.337,5.722,0.625,10.741,35.35,,12.57,0.0,0.094,0.893,0.394,2719,0.007,1.0,0.138,,329.0,,,0.174,0.012,,,0.255,0.103,8404.0,,0.0,34374,0.67,,
GA,South,South Atlantic,Wheeler County,13309,13309,Region 24,1/1/2014,8350.0,0.282,3.3,,0.11,,0.316,6.879,0.304,0.076,,0.5,340.1,92.7,0.231,,,,88.98,0.83,0.53,,0.188,0.102,0.475,,0.325,,90.58,70.5,12.65,0.0,0.054,0.865,0.212,7888,0.001,1.0,0.103,337.3,431.3,,,0.215,0.001,30.82,,0.281,0.113,12332.0,,25.0,27514,0.681,,
GA,South,South Atlantic,Wheeler County,13309,13309,Region 24,1/1/2015,5378.0,0.282,3.3,,0.11,,0.327,6.5,0.305,0.076,,0.333,266.2,83.2,0.22,,,,97.7,0.79,0.5,,0.211,0.094,0.456,5.816,0.455,5.071,26.95,77.5,12.65,0.0,0.074,0.88,0.242,7909,0.003,1.0,0.108,337.3,330.3,,,0.211,0.001,25.35,,0.271,0.101,12034.0,,25.0,30779,0.702,,
GA,South,South Atlantic,White County,13311,13311,Region 24,1/1/2014,8033.0,0.171,4.4,6.2,0.07,0.164,0.286,8.359,0.248,0.622,,0.304,124.7,37.7,0.232,26.0,25.0,43.0,52.53,0.87,0.66,0.875,0.539,0.089,0.282,,0.361,,226.14,77.0,13.38,0.009,0.153,0.825,0.446,27556,0.005,0.838,0.112,,381.9,,,0.141,0.0,26.49,17.11,0.281,0.106,9008.0,0.238,15.0,41283,0.468,,0.226
GA,South,South Atlantic,White County,13311,13311,Region 24,1/1/2015,8473.0,0.171,4.4,6.2,0.07,0.164,0.275,8.1,0.243,0.962,,0.318,206.9,33.7,0.211,22.0,29.0,65.0,48.74,0.88,0.66,0.9,0.509,0.077,0.301,4.2,0.392,10.161,220.17,76.7,13.38,0.003,0.16,0.83,0.41,27797,0.004,0.838,0.113,,366.0,,40.8,0.142,0.0,19.75,17.62,0.254,0.099,8750.0,0.238,14.0,41337,0.451,6.0,
GA,South,South Atlantic,Whitfield County,13313,13313,Region 24,1/1/2014,7513.0,0.235,3.9,3.8,0.07,0.202,0.284,6.75,0.32,0.76,0.11,0.299,318.8,73.3,0.281,57.0,41.0,38.0,72.77,0.87,0.58,0.674,0.408,0.113,0.283,,0.305,,288.24,58.9,13.34,0.0,0.176,0.826,0.212,103359,0.09,0.291,0.11,139.4,395.4,6.4,57.0,0.158,0.123,16.93,13.43,0.353,0.133,9183.0,0.214,83.0,39860,0.61,3.06,0.273
GA,South,South Atlantic,Whitfield County,13313,13313,Region 24,1/1/2015,7515.0,0.235,3.9,3.8,0.07,0.202,0.288,6.6,0.328,0.869,0.11,0.297,270.9,66.8,0.263,59.0,42.0,64.0,61.17,0.89,0.6,0.672,0.411,0.103,0.275,4.272,0.326,9.095,261.9,55.2,13.34,0.0,0.185,0.826,0.214,102945,0.083,0.291,0.11,139.4,406.7,6.0,44.8,0.148,0.123,15.73,14.17,0.332,0.117,8892.0,0.214,91.0,39946,0.616,2.4,
GA,South,South Atlantic,Wilcox County,13315,13315,Region 24,1/1/2014,13609.0,0.255,3.2,3.4,0.1,0.227,0.31,6.807,0.278,,,0.267,645.3,71.2,0.232,11.0,18.0,,83.97,0.78,0.62,0.675,0.397,0.123,0.375,,0.476,,121.2,106.2,12.53,0.383,0.147,0.815,0.365,9068,0.008,1.0,0.116,680.0,639.8,,181.1,0.217,0.004,30.22,,0.285,0.104,8552.0,0.152,,31241,0.705,,
GA,South,South Atlantic,Wilcox County,13315,13315,Region 24,1/1/2015,11560.0,0.255,3.2,3.4,0.1,0.227,0.329,6.5,0.277,0.019,,0.182,683.7,68.0,0.207,22.0,33.0,,67.42,0.79,0.55,0.625,0.368,0.119,0.395,5.273,0.44,6.617,175.15,100.4,12.53,0.0,0.154,0.814,0.372,8960,0.006,1.0,0.11,680.0,541.0,,,0.209,0.004,40.91,,0.256,0.096,9386.0,0.152,,33308,0.729,,
GA,South,South Atlantic,Wilkes County,13317,13317,Insuff Data,1/1/2014,9933.0,,4.5,,0.1,,0.327,5.061,0.281,0.259,,0.25,568.0,50.1,0.212,59.0,29.0,,82.59,0.76,0.63,0.675,0.304,0.109,0.375,,0.495,,494.94,71.8,12.97,0.423,0.226,0.784,0.359,10076,0.007,0.674,0.164,175.7,486.4,,,0.22,0.166,29.7,,0.26,0.088,10935.0,0.153,10.0,31957,0.677,,
GA,South,South Atlantic,Wilkes County,13317,13317,Insuff Data,1/1/2015,10365.0,,4.5,,0.09,,0.337,4.6,0.297,0.653,,0.333,565.7,49.2,0.202,60.0,20.0,10.0,99.87,0.78,0.6,0.625,0.341,0.102,0.375,5.38,0.464,12.902,448.73,69.1,12.97,0.33,0.254,0.787,0.357,10010,0.004,0.674,0.161,175.7,539.0,,,0.219,0.166,16.4,,0.25,0.078,10019.0,0.153,10.0,33662,0.663,,
GA,South,South Atlantic,Wilkinson County,13319,13319,Region 24,1/1/2014,10247.0,0.23,5.4,4.9,0.12,,0.321,6.446,0.275,0.021,,0.429,667.1,61.5,0.204,11.0,10.0,21.0,84.03,0.81,0.56,0.675,0.394,0.096,0.342,,0.448,,152.16,70.2,12.87,0.051,0.127,0.898,0.358,9577,0.003,1.0,0.138,163.4,475.8,,104.2,0.182,0.106,32.21,,0.245,0.104,9525.0,,42.0,36219,0.746,,
GA,South,South Atlantic,Wilkinson County,13319,13319,Region 24,1/1/2015,10280.0,0.23,5.4,4.9,0.11,,0.34,6.2,0.29,0.268,,0.385,636.9,53.7,0.193,10.0,11.0,21.0,61.54,0.82,0.59,0.675,0.341,0.09,0.348,4.36,0.405,12.53,167.7,66.8,12.87,0.204,0.107,0.881,0.336,9432,0.003,1.0,0.142,163.4,505.1,,,0.177,0.106,23.71,,0.238,0.089,10054.0,,32.0,35745,0.763,,
GA,South,South Atlantic,Worth County,13321,13321,Region 24,1/1/2014,7936.0,0.349,5.2,2.5,0.13,0.258,0.316,6.883,0.269,0.151,,0.143,442.5,48.4,0.231,23.0,18.0,,85.29,0.81,0.7,0.65,0.419,0.088,0.334,,0.48,,103.24,58.0,12.25,0.0,0.14,0.813,0.441,21741,0.005,0.692,0.122,157.8,407.6,,59.1,0.182,0.064,17.75,,0.285,0.095,9232.0,0.288,28.0,35815,0.616,8.54,
GA,South,South Atlantic,Worth County,13321,13321,Region 24,1/1/2015,7292.0,0.349,5.2,2.5,0.13,0.258,0.342,6.6,0.289,0.514,,0.143,303.6,49.2,0.234,23.0,19.0,5.0,77.32,0.82,0.7,0.72,0.378,0.082,0.344,4.505,0.451,8.739,146.28,47.8,12.25,0.0,0.132,0.828,0.452,21291,0.005,0.692,0.132,157.8,416.9,,47.0,0.176,0.064,14.45,,0.291,0.09,9979.0,0.288,28.0,36616,0.655,9.3,
